,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,mean
"c: 1.5; k: 0.0,0.1,1.1; xy",0.2,0.2,0.0,0.2,0.0,0.4,1.0,1.0,0.0,0.3333333333333333,0.6,0.5,0.375,0.7142857142857143,0.8333333333333334,0.8888888888888888,0.5,0.0,0.4,0.4,0.0,0.25,0.6666666666666666,0.25,0.8333333333333334,0.6923076923076923,0.6470588235294118,0.6666666666666666,0.75,0.7333333333333333,0.7857142857142857,0.8,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.7,0.8461538461538461,0.75,0.7777777777777778,0.875,0.75,0.8,0.7777777777777778,0.6428571428571429,0.8333333333333334,0.5,0.7857142857142857,0.8,0.8333333333333334,0.6666666666666666,0.75,0.8125,0.8333333333333334,0.7272727272727273,0.5,0.7777777777777778,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5714285714285714,0.7857142857142857,0.8571428571428571,0.7777777777777778,0.7647058823529411,0.8461538461538461,0.8333333333333334,0.7,0.75,0.875,0.6,0.7142857142857143,0.625,0.75,0.6153846153846154,0.7142857142857143,0.8125,0.8571428571428571,0.5625,0.8125,0.6442855853503657
"c: 1.5; k: 0.0,0.1,1.1; xyz",0.0,0.2,0.0,0.2,0.0,0.4,1.0,1.0,0.0,0.3333333333333333,0.6,0.6666666666666666,0.25,0.7142857142857143,0.8333333333333334,0.8888888888888888,0.6,0.0,0.8,0.8,0.0,0.25,0.6666666666666666,0.25,0.8333333333333334,0.6923076923076923,0.6470588235294118,0.6666666666666666,0.75,0.7333333333333333,0.7857142857142857,0.8,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.7,0.8461538461538461,0.75,0.7777777777777778,0.875,0.75,0.8,0.7777777777777778,0.6428571428571429,0.8333333333333334,0.5,0.7857142857142857,0.8,0.8333333333333334,0.6666666666666666,0.75,0.8125,0.8333333333333334,0.7272727272727273,0.5,0.7777777777777778,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5714285714285714,0.7857142857142857,0.8571428571428571,0.7777777777777778,0.7647058823529411,0.8461538461538461,0.8333333333333334,0.7,0.75,0.875,0.6,0.7142857142857143,0.625,0.75,0.6153846153846154,0.7142857142857143,0.8125,0.8571428571428571,0.5625,0.8125,0.6536737710043741
"c: 1.6; k: 0.0,0.1,1.1; xy",0.0,0.2,0.0,0.2,0.0,0.8,1.0,1.0,0.0,0.3333333333333333,0.6,0.5,0.5,0.6428571428571429,0.8333333333333334,0.8888888888888888,0.6,0.0,0.8,0.4,0.0,0.25,0.6666666666666666,0.25,0.8333333333333334,0.6923076923076923,0.6470588235294118,0.6666666666666666,0.75,0.7333333333333333,0.7857142857142857,0.8,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.7,0.8461538461538461,0.75,0.7777777777777778,0.875,0.75,0.8,0.7777777777777778,0.6428571428571429,0.8333333333333334,0.5,0.7857142857142857,0.8,0.8333333333333334,0.6666666666666666,0.75,0.8125,0.8333333333333334,0.7272727272727273,0.5,0.7777777777777778,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5714285714285714,0.7857142857142857,0.8571428571428571,0.7777777777777778,0.7647058823529411,0.8461538461538461,0.8333333333333334,0.7,0.75,0.875,0.6,0.7142857142857143,0.625,0.75,0.6153846153846154,0.7142857142857143,0.8125,0.8571428571428571,0.5625,0.8125,0.653824464193042
"c: 1.6; k: 0.0,0.1,1.1; xyz",0.0,0.2,0.0,0.2,0.0,0.4,1.0,1.0,0.0,0.3333333333333333,0.6,0.5,0.25,0.7142857142857143,0.8333333333333334,0.8888888888888888,0.6,0.0,1.0,0.8,0.0,0.25,0.6666666666666666,0.25,0.8333333333333334,0.6923076923076923,0.6470588235294118,0.6666666666666666,0.75,0.7333333333333333,0.7857142857142857,0.8,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.7,0.8461538461538461,0.75,0.7777777777777778,0.875,0.75,0.8,0.7777777777777778,0.6428571428571429,0.8333333333333334,0.5,0.7857142857142857,0.8,0.8333333333333334,0.6666666666666666,0.75,0.8125,0.8333333333333334,0.7272727272727273,0.5,0.7777777777777778,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5714285714285714,0.7857142857142857,0.8571428571428571,0.7777777777777778,0.7647058823529411,0.8461538461538461,0.8333333333333334,0.7,0.75,0.875,0.6,0.7142857142857143,0.625,0.75,0.6153846153846154,0.7142857142857143,0.8125,0.8571428571428571,0.5625,0.8125,0.6540957119326442
"c: 1.7; k: 0.0,0.1,1.1; xy",0.0,0.2,0.0,0.2,0.0,0.4,1.0,1.0,0.0,0.3333333333333333,0.6,0.5,0.5,0.7142857142857143,0.8333333333333334,0.8888888888888888,0.4,0.0,0.8,0.4,0.0,0.25,0.6666666666666666,0.25,0.8333333333333334,0.6923076923076923,0.6470588235294118,0.6666666666666666,0.75,0.7333333333333333,0.7857142857142857,0.8,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.7,0.8461538461538461,0.75,0.7777777777777778,0.875,0.75,0.8,0.7777777777777778,0.6428571428571429,0.8333333333333334,0.5,0.7857142857142857,0.8,0.8333333333333334,0.6666666666666666,0.75,0.8125,0.8333333333333334,0.7272727272727273,0.5,0.7777777777777778,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5714285714285714,0.7857142857142857,0.8571428571428571,0.7777777777777778,0.7647058823529411,0.8461538461538461,0.8333333333333334,0.7,0.75,0.875,0.6,0.7142857142857143,0.625,0.75,0.6153846153846154,0.7142857142857143,0.8125,0.8571428571428571,0.5625,0.8125,0.6471336866161884
"c: 1.7; k: 0.0,0.1,1.1; xyz",0.0,0.2,0.0,0.2,0.0,0.4,1.0,1.0,0.0,0.3333333333333333,0.6,0.5,0.25,0.7142857142857143,0.8333333333333334,0.8888888888888888,0.6,0.0,0.8,0.8,0.0,0.25,0.6666666666666666,0.25,0.8333333333333334,0.6923076923076923,0.6470588235294118,0.6666666666666666,0.75,0.7333333333333333,0.7857142857142857,0.8,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.7,0.8461538461538461,0.75,0.7777777777777778,0.875,0.75,0.8,0.7777777777777778,0.6428571428571429,0.8333333333333334,0.5,0.7857142857142857,0.8,0.8333333333333334,0.6666666666666666,0.75,0.8125,0.8333333333333334,0.7272727272727273,0.5,0.7777777777777778,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5714285714285714,0.7857142857142857,0.8571428571428571,0.7777777777777778,0.7647058823529411,0.8461538461538461,0.8333333333333334,0.7,0.75,0.875,0.6,0.7142857142857143,0.625,0.75,0.6153846153846154,0.7142857142857143,0.8125,0.8571428571428571,0.5625,0.8125,0.6515640663630239
"c: 1.8; k: 0.0,0.1,1.1; xy",0.2,0.2,0.0,0.2,0.0,0.4,1.0,1.0,0.0,0.3333333333333333,0.6,0.5,0.5,0.7142857142857143,0.8333333333333334,0.8888888888888888,0.8,0.0,1.0,0.8,0.0,0.25,0.6666666666666666,0.25,0.8333333333333334,0.6923076923076923,0.6470588235294118,0.6666666666666666,0.75,0.7333333333333333,0.7857142857142857,0.8,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.7,0.8461538461538461,0.75,0.7777777777777778,0.875,0.75,0.8,0.7777777777777778,0.6428571428571429,0.8333333333333334,0.5,0.7857142857142857,0.8,0.8333333333333334,0.6666666666666666,0.75,0.8125,0.8333333333333334,0.7272727272727273,0.5,0.7777777777777778,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5714285714285714,0.7857142857142857,0.8571428571428571,0.7777777777777778,0.7647058823529411,0.8461538461538461,0.8333333333333334,0.7,0.75,0.875,0.6,0.7142857142857143,0.625,0.75,0.6153846153846154,0.7142857142857143,0.8125,0.8571428571428571,0.5625,0.8125,0.66232356003391
"c: 1.8; k: 0.0,0.1,1.1; xyz",0.0,0.2,0.0,0.2,0.0,0.4,1.0,1.0,0.0,0.3333333333333333,0.6,0.5,0.25,0.7142857142857143,0.8333333333333334,0.8888888888888888,0.8,0.0,0.8,0.8,0.0,0.25,0.6666666666666666,0.25,0.8333333333333334,0.6923076923076923,0.6470588235294118,0.6666666666666666,0.75,0.7333333333333333,0.7857142857142857,0.8,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.7,0.8461538461538461,0.75,0.7777777777777778,0.875,0.75,0.8,0.7777777777777778,0.6428571428571429,0.8333333333333334,0.5,0.7857142857142857,0.8,0.8333333333333334,0.6666666666666666,0.75,0.8125,0.8333333333333334,0.7272727272727273,0.5,0.7777777777777778,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5714285714285714,0.7857142857142857,0.8571428571428571,0.7777777777777778,0.7647058823529411,0.8461538461538461,0.8333333333333334,0.7,0.75,0.875,0.6,0.7142857142857143,0.625,0.75,0.6153846153846154,0.7142857142857143,0.8125,0.8571428571428571,0.5625,0.8125,0.6540957119326442
"c: 1.9; k: 0.0,0.1,1.1; xy",0.2,0.2,0.0,0.2,0.0,0.4,1.0,1.0,0.0,0.3333333333333333,0.6,0.5,0.5,0.7142857142857143,0.8333333333333334,0.8888888888888888,0.8,0.0,0.8,0.4,0.0,0.25,0.6666666666666666,0.25,0.8333333333333334,0.6923076923076923,0.6470588235294118,0.6666666666666666,0.75,0.7333333333333333,0.7857142857142857,0.8,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.7,0.8461538461538461,0.75,0.7777777777777778,0.875,0.75,0.8,0.7777777777777778,0.6428571428571429,0.8333333333333334,0.5,0.7857142857142857,0.8,0.8333333333333334,0.6666666666666666,0.75,0.8125,0.8333333333333334,0.7272727272727273,0.5,0.7777777777777778,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5714285714285714,0.7857142857142857,0.8571428571428571,0.7777777777777778,0.7647058823529411,0.8461538461538461,0.8333333333333334,0.7,0.75,0.875,0.6,0.7142857142857143,0.625,0.75,0.6153846153846154,0.7142857142857143,0.8125,0.8571428571428571,0.5625,0.8125,0.6547286233250492
"c: 1.9; k: 0.0,0.1,1.1; xyz",0.0,0.2,0.0,0.2,0.0,0.4,1.0,1.0,0.0,0.3333333333333333,0.6,0.5,0.25,0.7142857142857143,0.8333333333333334,0.8888888888888888,0.8,0.0,0.8,0.8,0.0,0.25,0.6666666666666666,0.25,0.8333333333333334,0.6923076923076923,0.6470588235294118,0.6666666666666666,0.75,0.7333333333333333,0.7857142857142857,0.8,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.7,0.8461538461538461,0.75,0.7777777777777778,0.875,0.75,0.8,0.7777777777777778,0.6428571428571429,0.8333333333333334,0.5,0.7857142857142857,0.8,0.8333333333333334,0.6666666666666666,0.75,0.8125,0.8333333333333334,0.7272727272727273,0.5,0.7777777777777778,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5714285714285714,0.7857142857142857,0.8571428571428571,0.7777777777777778,0.7647058823529411,0.8461538461538461,0.8333333333333334,0.7,0.75,0.875,0.6,0.7142857142857143,0.625,0.75,0.6153846153846154,0.7142857142857143,0.8125,0.8571428571428571,0.5625,0.8125,0.6540957119326442
"c: 1.0; k: 0.1,0.2,1.1; xy",0.4,0.2,0.0,0.2,0.6666666666666666,0.8,1.0,1.0,0.0,0.3333333333333333,0.6,0.5,0.25,0.7142857142857143,0.8333333333333334,0.8888888888888888,0.8,0.0,0.4,0.8,0.0,0.25,0.6666666666666666,0.25,0.8333333333333334,0.6923076923076923,0.6470588235294118,0.6666666666666666,0.75,0.7333333333333333,0.7857142857142857,0.8,0.8333333333333334,0.6666666666666666,0.7619047619047619,0.7,0.8461538461538461,0.75,0.7777777777777778,0.875,0.75,0.8,0.7777777777777778,0.6428571428571429,0.8333333333333334,0.5,0.7857142857142857,0.8,0.8333333333333334,0.6666666666666666,0.75,0.8125,0.8333333333333334,0.7272727272727273,0.5,0.7777777777777778,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5714285714285714,0.7857142857142857,0.8571428571428571,0.7777777777777778,0.7647058823529411,0.8461538461538461,0.8333333333333334,0.7,0.75,0.875,0.6,0.7142857142857143,0.625,0.75,0.6923076923076923,0.7142857142857143,0.8125,0.8571428571428571,0.5625,0.8125,0.6691743042264263
"c: 1.0; k: 0.1,0.2,1.1; xyz",0.0,0.2,0.0,0.2,0.3333333333333333,0.4,1.0,1.0,0.0,0.3333333333333333,0.6,0.5,0.5,0.7142857142857143,0.8333333333333334,0.6666666666666666,0.8,0.0,0.6,0.8,0.0,0.25,0.6666666666666666,0.25,0.8333333333333334,0.6923076923076923,0.6470588235294118,0.6666666666666666,0.75,0.7333333333333333,0.7857142857142857,0.8,0.8333333333333334,0.6666666666666666,0.7619047619047619,0.7,0.8461538461538461,0.75,0.7777777777777778,0.875,0.75,0.8,0.7777777777777778,0.6428571428571429,0.8333333333333334,0.5,0.7857142857142857,0.8,0.8333333333333334,0.6666666666666666,0.75,0.8125,0.8333333333333334,0.7272727272727273,0.5,0.7777777777777778,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5714285714285714,0.7857142857142857,0.8571428571428571,0.7777777777777778,0.7647058823529411,0.8461538461538461,0.8333333333333334,0.7,0.75,0.875,0.6,0.7142857142857143,0.625,0.75,0.6923076923076923,0.7142857142857143,0.8125,0.8571428571428571,0.5625,0.8125,0.6577115756750902
"c: 1.1; k: 0.1,0.2,1.1; xy",0.2,0.2,0.0,0.2,0.3333333333333333,0.6,1.0,1.0,0.0,0.3333333333333333,0.6,0.5,0.25,0.7142857142857143,0.8333333333333334,0.8888888888888888,0.8,0.0,0.6,0.4,0.0,0.25,0.6666666666666666,0.25,0.8333333333333334,0.6923076923076923,0.6470588235294118,0.6666666666666666,0.75,0.7333333333333333,0.7857142857142857,0.8,0.8333333333333334,0.6666666666666666,0.7619047619047619,0.7,0.8461538461538461,0.75,0.7777777777777778,0.875,0.75,0.8,0.7777777777777778,0.6428571428571429,0.8333333333333334,0.5,0.7857142857142857,0.8,0.8333333333333334,0.6666666666666666,0.75,0.8125,0.8333333333333334,0.7272727272727273,0.5,0.7777777777777778,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5714285714285714,0.7857142857142857,0.8571428571428571,0.7777777777777778,0.7647058823529411,0.8461538461538461,0.8333333333333334,0.7,0.75,0.875,0.6,0.7142857142857143,0.625,0.75,0.6923076923076923,0.7142857142857143,0.8125,0.8571428571428571,0.5625,0.8125,0.6573599582348651
"c: 1.1; k: 0.1,0.2,1.1; xyz",0.0,0.2,0.0,0.2,0.3333333333333333,0.4,1.0,1.0,0.0,0.3333333333333333,0.6,0.5,0.25,0.7142857142857143,0.8333333333333334,0.7777777777777778,0.8,0.0,0.6,0.8,0.0,0.25,0.6666666666666666,0.25,0.8333333333333334,0.6923076923076923,0.6470588235294118,0.6666666666666666,0.75,0.7333333333333333,0.7857142857142857,0.8,0.8333333333333334,0.6666666666666666,0.7619047619047619,0.7,0.8461538461538461,0.75,0.7777777777777778,0.875,0.75,0.8,0.7777777777777778,0.6428571428571429,0.8333333333333334,0.5,0.7857142857142857,0.8,0.8333333333333334,0.6666666666666666,0.75,0.8125,0.8333333333333334,0.7272727272727273,0.5,0.7777777777777778,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5714285714285714,0.7857142857142857,0.8571428571428571,0.7777777777777778,0.7647058823529411,0.8461538461538461,0.8333333333333334,0.7,0.75,0.875,0.6,0.7142857142857143,0.625,0.75,0.6923076923076923,0.7142857142857143,0.8125,0.8571428571428571,0.5625,0.8125,0.6559534884739651
